"","INC_voteshare","BJP_voteshare","COUNT_1yr","INJURED_1yr","election","DISTRICT_ID_61"
"9083",0.10053594671895,0,0,0,"1977","312"
"9086",0.104801961895619,0.00608437127410224,0,0,"1980","312"
"9091",0.127013995060567,0.0054816815541613,0,0,"1984","312"
"9095",0.123186802724136,0.00801727227922398,0,0,"1989","312"
"9097",0.206102254921997,0.0259546724138999,0.9574,57.444,"1991","312"
"9102",0.0770755741802822,0.0245296259216082,0.9574,11.4888,"1996","312"
"9107",0.0396390646507939,0.0429690306818998,0,0,"2001","312"
"9131",0,0.00245920616798362,0,0,"1971","313"
"9137",0.233743490512536,0,0,0,"1977","313"
"9140",0.247268837455454,0.000576898663491314,0,0,"1980","313"
"9145",0.199991006946409,0,0,0,"1984","313"
"9149",0.227285629804849,0.00100827912477824,0,0,"1989","313"
"9151",0.166112063460052,0.0136199721759871,1,27,"1991","313"
"9156",0.0498020602966843,0.0171186012391554,0,0,"1996","313"
"9161",0,0.0204717437465669,0,0,"2001","313"
"9235",0.524647567935296,0.0279356740617559,0,0,"1967","317"
"9240",0.541652444307743,0.0368624788540092,0,0,"1972","317"
"9246",0.37205710630999,0,0,0,"1978","317"
"9251",0.417234476358931,0.030439536980966,0,0,"1983","317"
"9253",0.384083851319928,0.037915118541003,0,0,"1985","317"
"9258",0.482216724994911,0.039533253665487,0,0,"1989","317"
"9263",0.242929183644279,0.0846209423354104,2,28,"1994","317"
"9267",0.397664344378668,0.0698254179512817,0,0,"1999","317"
"9288",0.360639836917209,0.0700746366804761,0,0,"1967","319"
"9289",0.376356315716226,0.0254298698992691,0,0,"1968","319"
"9293",0.481579533364673,0,0,0,"1972","319"
"9298",0.067459692354852,0,0,0,"1977","319"
"9303",0.401203353585626,0.181591324208826,0,0,"1982","319"
"9308",0.331932136635613,0.253759343738894,0,0,"1987","319"
"9312",0.260403581123728,0.120945651974091,0,0,"1991","319"
"9317",0.177491442649399,0.0952996950119064,0,0,"1996","319"
"9321",0.271475573326623,0.0956119134499327,0,0,"2000","319"
"9342",0.284102223697312,0.13582089162187,0,0,"1967","321"
"9344",0.274762432941326,0.114695735423385,0,0,"1969","321"
"9349",0.309870427471398,0.23534726785624,0,0,"1974","321"
"9352",0.206005767335339,0,0,0,"1977","321"
"9355",0.35127127357312,0.0584040701980927,0,0,"1980","321"
"9360",0.341862919581143,0.0331463929473118,0,0,"1985","321"
"9365",0.285767392205737,0.0711114076601802,0,0,"1989","321"
"9366",0.173625390857046,0.258905665550399,0,0,"1991","321"
"9369",0.182070846414867,0.28208162876986,0,0,"1993","321"
"9372",0.0574542452951176,0.286880658858423,0,0,"1996","321"
"9396",0.449688996072158,0.0138226620981125,0,0,"1967","323"
"9398",0.471726409662431,0.0374883392920109,0,0,"1969","323"
"9400",0.311818647021102,0.0260460637257336,0,0,"1971","323"
"9401",0.445052458253231,0.0196168866436201,0,0,"1972","323"
"9406",0.323082574227792,0,0,0,"1977","323"
"9411",0.475183653161371,0.0225420231602977,0,0,"1982","323"
"9416",0.381146369044266,0.0231600428063274,0,0,"1987","323"
"9420",0.385619007845573,0.16398603645086,0,0,"1991","323"
"9425",0.456064267539733,0.104858950319916,0,0,"1996","323"
"9430",0.343661364062296,0.0894773147120105,0,0,"2001","323"
"9455",0.412551803019264,0.0546820528488723,0,0,"1972","326"
"9460",0.350521299322585,0,0,0,"1977","326"
"9465",0.454166093862944,0.369930687054045,0,0,"1982","326"
"9468",0.531857022206766,0.322573567158494,0,0,"1985","326"
"9473",0.35482530343241,0.445162915961739,0,0,"1990","326"
"9477",0.511568027250026,0.338246124811563,0,0,"1993","326"
"9481",0.338518764699867,0.278154719296452,0,0,"1998","326"
"9505",0.338371468373563,0.0889018383122855,0,0,"1967","327"
"9509",0.390584408575068,0.368621411763013,0,0,"1972","327"
"9514",0.193341285152779,0,0,0,"1977","327"
"9517",0.522995956942288,0.289539227895392,0,0,"1980","327"
"9522",0.475000155143632,0.323337946270657,0,0,"1985","327"
"9527",0.396682500626938,0.398467001275682,0,0,"1990","327"
"9531",0.498957485897774,0.402461626321999,0,0,"1993","327"
"9535",0.456760413327551,0.404201157769691,0,0,"1998","327"
"9559",0.410544035806944,0.520325589685699,0,0,"1967","328"
"9563",0.542262775073569,0.425012184363298,0,0,"1972","328"
"9568",0.33715325595121,0,0,0,"1977","328"
"9571",0.48027003724019,0.468545011884888,0,0,"1980","328"
"9576",0.535337666901731,0.369244697662619,1,50,"1985","328"
"9581",0.372582534781943,0.538246783538268,0,0,"1990","328"
"9585",0.469980211782749,0.460911808884306,0,0,"1993","328"
"9589",0.522820737638046,0.391766500035321,0,0,"1998","328"
"9613",0.498511372751662,0,0,0,"1967","329"
"9617",0.55582121669481,0.0043834087977007,0,0,"1972","329"
"9623",0.293357920158287,0,0,0,"1978","329"
"9628",0.437995038407508,0.00429172475996406,0,0,"1983","329"
"9630",0.418548762050799,0.00769773163244255,0,0,"1985","329"
"9634",0.396098889506895,0.00358784531093168,0,0,"1989","329"
"9640",0.212554656895834,0.0820932907718965,0,0,"1994","329"
"9645",0.436881151738937,0.0472987181545405,0,0,"1999","329"
"9666",0.295246646516695,0.157384240129707,0,0,"1967","337"
"9668",0.343714790300858,0.117025903857542,0,0,"1969","337"
"9673",0.308848307397729,0.06383439299973,0,0,"1974","337"
"9676",0.293261955263877,0,0,0,"1977","337"
"9679",0.400130578743646,0.112160404586837,0,0,"1980","337"
"9684",0.329702244638417,0.0935871061722419,0,0,"1985","337"
"9689",0.295952190095,0.147063517249096,0,0,"1989","337"
"9690",0.206195554136865,0.347297332407885,0,0,"1991","337"
"9693",0.175651459831732,0.319520593945758,0,0,"1993","337"
"9696",0.128605380887287,0.321831117186529,0,0,"1996","337"
"9720",0.258475135506597,0,0,0,"1967","339"
"9724",0.189041771190719,0.00309695989059264,0,0,"1971","339"
"9727",0.400084972874044,0.0105170272566834,0,0,"1974","339"
"9730",0.301321274878967,0,0,0,"1977","339"
"9733",0.49201063476238,0.0103722166832835,0,0,"1980","339"
"9738",0.466035670594295,0.0343774815959479,0,0,"1985","339"
"9743",0.249665563490681,0.0191395227312315,0,0,"1990","339"
"9748",0.295727237939855,0.0685644050160466,0,0,"1995","339"
"9753",0.225335561552589,0.29902269358639,0,0,"2000","339"
"9774",0.498942253118125,0.0110676442030311,0,0,"1967","340"
"9779",0.516291168034814,0.00539412521016714,0,0,"1972","340"
"9785",0.466983593251783,0,0,0,"1978","340"
"9790",0.447688988465687,0.0505476723923326,0,0,"1983","340"
"9792",0.384703478787018,0.0466982021816828,0,0,"1985","340"
"9797",0.485146661374568,0.0291563262742466,0,0,"1989","340"
"9802",0.287368581875188,0.0446748080505374,0,0,"1994","340"
"9806",0.412488078366743,0.0609782353994039,0,0,"1999","340"
"9828",0.294633987793315,0.119035088568959,0,0,"1967","341"
"9830",0.294436594607066,0.0746386055637868,1,60,"1969","341"
"9835",0.341416715736788,0.101465663182688,1,100,"1974","341"
"9838",0.392531531242407,0,0,0,"1977","341"
"9841",0.42818933955835,0.0725711714486753,0,0,"1980","341"
"9846",0.408296975792755,0.0615512587469366,1,20,"1985","341"
"9851",0.276627014737526,0.0965206447160083,0,0,"1989","341"
"9852",0.191280226415296,0.256721815677885,4.72842714,71.11168852,"1991","341"
"9855",0.180825023334873,0.376043576761165,1.72842714,0,"1993","341"
"9858",0.0883339648581432,0.364999532035573,0,0,"1996","341"
"9882",0.436554583971874,0.0245334895880285,0,0,"1967","342"
"9887",0.412435036276772,0.194364071284286,0,0,"1972","342"
"9890",0.300986551887372,0.101236262566154,0,0,"1975","342"
"9895",0.394146968847444,0.309320929363276,0,0,"1980","342"
"9900",0.453814624160989,0.273419098367753,0,0,"1985","342"
"9905",0.308007429953379,0.256682053781337,3,29,"1990","342"
"9910",0.346826250165054,0.451848288784512,0,0,"1995","342"
"9913",0.284807816268921,0.413428713579032,0,0,"1998","342"
"9936",0.402372431979077,0.0028505316406021,0,0,"1967","344"
"9938",0.429573006031937,0.000117559794550264,0,0,"1969","344"
"9940",0.249440924602664,0,0,0,"1971","344"
"9941",0.354199443986505,0,0,0,"1972","344"
"9946",0.205652985319298,0,0,0,"1977","344"
"9951",0.298955795705626,0.00163765509036315,0,0,"1982","344"
"9956",0.408289734529455,0.00166766575266149,0,0,"1987","344"
"9960",0.338399767142881,0.0596124333781736,0,0,"1991","344"
"9965",0.371596926680059,0.0378368791725479,0,0,"1996","344"
"9970",0.020074131981595,0.0414758436625973,0,0,"2001","344"
"9995",0.36274201491696,0.396426812553031,0,0,"1967","346"
"9997",0.320325563848444,0.292201965822423,0,0,"1969","346"
"10002",0.365849715247306,0.169555940640278,0,0,"1974","346"
"10005",0.347051123156485,0,0,0,"1977","346"
"10008",0.394256592442217,0.130558903761974,0,0,"1980","346"
"10013",0.426054759770356,0.141350683781876,0,0,"1985","346"
"10018",0.251341608781613,0.211973389630637,0,0,"1989","346"
"10019",0.118349048212062,0.27494040206369,0,0,"1991","346"
"10022",0.105339972817965,0.301657427406484,0,0,"1993","346"
"10025",0.125814965981027,0.327936392706585,0,0,"1996","346"
"10059",0.263714916260271,0.190693266312371,0,0,"1967","352"
"10061",0.263798410242825,0.112521203836376,0,0,"1969","352"
"10066",0.286510250861317,0.0987374771266951,0,0,"1974","352"
"10069",0.20576344059279,0,0,0,"1977","352"
"10072",0.315482329300189,0.0802703765921705,0,0,"1980","352"
"10077",0.303851088551036,0.0807452301591218,0,0,"1985","352"
"10082",0.234574146809215,0.0813751719007531,0,0,"1989","352"
"10083",0.144876072650255,0.337887561879628,0,0,"1991","352"
"10086",0.0717591042310477,0.390542889307731,0,0,"1993","352"
"10089",0.0407263346461474,0.367553069209015,0,0,"1996","352"
"10114",0.179158904783663,0.107061263224491,0,0,"1967","353"
"10118",0.291977087686433,0.343666690683767,0,0,"1972","353"
"10123",0.320916851329573,0,0,0,"1977","353"
"10126",0.333354846640851,0.288100067613252,0,0,"1980","353"
"10131",0.385352775001302,0.327057533811686,0,0,"1985","353"
"10136",0.236856388525969,0.309993835751864,0,0,"1990","353"
"10140",0.305495399179437,0.270201120279247,0,0,"1993","353"
"10144",0.250937870235105,0.289200721839592,0,0,"1998","353"
"10167",0.315617007012776,0.0735276391202905,0,0,"1967","357"
"10169",0.325163817374485,0.106734401804882,0,0,"1969","357"
"10172",0.24801259768603,0.107922736317075,0,0,"1972","357"
"10177",0.247677908582927,0,0,0,"1977","357"
"10180",0.365232884662751,0.0533813217213283,0,0,"1980","357"
"10185",0.406755487879557,0.0508400619051583,0,0,"1985","357"
"10190",0.306277645006194,0.0786731060423878,0,0,"1990","357"
"10195",0.196493941673659,0.120317960399958,0,0,"1995","357"
"10200",0.114051433159093,0.111229775111474,0,0,"2000","357"
"10221",0.462189809339329,0.00639172591417172,0,0,"1967","358"
"10223",0.333380062779996,0.0382994544845031,0,0,"1969","358"
"10225",0.244240201941179,0.0729081949959336,0,0,"1971","358"
"10226",0.511203958162296,0.0158516639878922,0,0,"1972","358"
"10231",0.287476327757778,0,0,0,"1977","358"
"10236",0.371802914822576,0.024044203502389,0,0,"1982","358"
"10241",0.406181428174792,0.0235971044217352,0,0,"1987","358"
"10245",0.364221489053377,0.151491857048482,0.9978,0,"1991","358"
"10250",0.441314627157202,0.0563435044070124,0,0,"1996","358"
"10255",0.298413444734784,0.0432281177704176,0,0,"2001","358"
"10275",0.313156857874586,0.0664481066218983,0,0,"1967","359"
"10277",0.243083182150985,0.0568962594541566,0,0,"1969","359"
"10282",0.337472396776051,0.0707342143642603,0,0,"1974","359"
"10285",0.386462312273126,0,0,0,"1977","359"
"10288",0.403262902767972,0.0149134235368614,0,0,"1980","359"
"10293",0.434855325412539,0.0307517891305888,0,0,"1985","359"
"10298",0.320357437476623,0.00305481971849749,2,115,"1989","359"
"10299",0.119997796124204,0.385498929391709,0,0,"1991","359"
"10302",0.13076681870259,0.4183709543345,0,0,"1993","359"
"10305",0.0312116693797336,0.356081297773157,0,0,"1996","359"
"10329",0.393981464396651,0.0754811099983584,0,0,"1967","360"
"10331",0.311383839227351,0.132521100114319,0,0,"1969","360"
"10334",0.341621938332444,0.0685395021814872,0,0,"1972","360"
"10339",0.2488828040321,0,0,0,"1977","360"
"10342",0.357189974332794,0.0318312539050509,0,0,"1980","360"
"10347",0.343007398230619,0.0284839371974643,0,0,"1985","360"
"10352",0.241461713467004,0.0472229176014926,1,24,"1990","360"
"10357",0.118949460692597,0.0731364683396917,0,0,"1995","360"
"10362",0.069857236152271,0.0814863768256719,0,0,"2000","360"
"10384",0.456005472496575,0.0337686074758469,0,0,"1967","361"
"10388",0.511825324325034,0.0233229617332783,0,0,"1972","361"
"10394",0.420037268090641,0,0,0,"1978","361"
"10399",0.364579859258271,0.0659716432097118,0,0,"1983","361"
"10401",0.3732437060392,0.0317078408678415,0,0,"1985","361"
"10405",0.489084580250971,0.0323844612414106,0,0,"1989","361"
"10411",0.250467037111536,0.144488584934125,0,0,"1994","361"
"10416",0.338153041119679,0.25908314448798,0,0,"1999","361"
"10437",0.387425940101137,0.00629094766534268,0,0,"1967","363"
"10439",0.431785459270271,0,0,0,"1969","363"
"10441",0.247784722138272,0,0,0,"1971","363"
"10442",0.518617740492768,0,0,0,"1972","363"
"10447",0.208560857409366,0,0,0,"1977","363"
"10452",0.32403125578047,0.00468936693546371,0,0,"1982","363"
"10457",0.403976509200374,0.00293387321506791,0,0,"1987","363"
"10461",0.359385277113039,0.150227754373255,0,0,"1991","363"
"10466",0.421011958747464,0.0805579190470402,0,0,"1996","363"
"10471",0.070551000139998,0.0919711622933738,0,0,"2001","363"
"10491",0.416411645850993,0.0805217021647106,0,0,"1967","365"
"10496",0.502066017894217,0.0327046236871826,0,0,"1972","365"
"10501",0.47727019751244,0,0,0,"1977","365"
"10504",0.295129793399016,0.0634201270626833,0,0,"1980","365"
"10509",0.365995355912246,0.0392102660040225,0,0,"1985","365"
"10514",0.289290797533605,0.0513213013547984,1,14,"1990","365"
"10517",0.401770909370098,0.331184345775383,0,0,"1993","365"
"10522",0.43022962507863,0.261340740841529,0,0,"1998","365"
"10545",0.458525159518617,0.0886519667232049,0,0,"1967","366"
"10550",0.4516108712049,0.0785253089540734,0,0,"1972","366"
"10557",0.463096839469678,0,0,0,"1978","366"
"10558",0.51386392790531,0.142054103370016,0,0,"1980","366"
"10563",0.475764419635475,0.0956517616257353,0,0,"1985","366"
"10569",0.34763224601135,0.135504468867039,1,0,"1990","366"
"10573",0.232869012501162,0.185225010052369,0,0,"1995","366"
"10578",0.297081267775229,0.236140575192951,0,0,"1999","366"
"10599",0.443843308330773,0.0272459066492707,0,0,"1967","369"
"10604",0.447101603825099,0.00554221933817067,0,0,"1972","369"
"10610",0.390924393623534,0,0,0,"1978","369"
"10615",0.350489872656794,0.0232174939858503,0,0,"1983","369"
"10617",0.297299531773654,0,0,0,"1985","369"
"10622",0.423316313392706,0,0,0,"1989","369"
"10627",0.28074878389339,0.0261861687377025,0,0,"1994","369"
"10631",0.418648846055967,0.0240479094163023,0,0,"1999","369"
"10653",0.522414559776394,0.0321274298056156,0,0,"1967","371"
"10658",0.513514606389458,0.0197961499483172,0,0,"1972","371"
"10665",0.0565638336613202,0,0,0,"1978","371"
"10666",0.457029338918787,0.0317812805772994,0,0,"1980","371"
"10671",0.423781318026607,0.0242011747406015,0,0,"1985","371"
"10677",0.329525365540436,0.0573420983017388,0,0,"1990","371"
"10681",0.230560193825099,0.0301123734479986,0,0,"1995","371"
"10686",0.233412411064316,0.0275462422733278,0,0,"1999","371"
"10707",0.506517309942477,0.131958138659553,0,0,"1967","374"
"10711",0.486505953255917,0.263780684991915,0,0,"1972","374"
"10716",0.363781478265311,0,0,0,"1977","374"
"10719",0.490610082843152,0.351661482553663,0,0,"1980","374"
"10724",0.501522740827928,0.417706018652915,0,0,"1985","374"
"10729",0.364344346821763,0.46565606566844,0,0,"1990","374"
"10733",0.542434781396581,0.40298580280041,0,0,"1993","374"
"10737",0.480751279345899,0.410485315267925,0,0,"1998","374"
"10760",0.463478247040675,0.0647490913074747,0,0,"1967","375"
"10765",0.493032426410226,0.0507314999413627,0,0,"1972","375"
"10772",0.185967631235194,0,0,0,"1978","375"
"10773",0.396992060158797,0.0317193656126877,0,0,"1980","375"
"10778",0.367006335571928,0.0920694779069722,0,0,"1985","375"
"10784",0.352331586533457,0.166249151863696,0,0,"1990","375"
"10788",0.274418226552931,0.143260966172055,0,0,"1995","375"
"10793",0.219790983091096,0.141378687886807,0,0,"1999","375"
"10814",0.42296677606438,0.0200321449444769,0,0,"1967","381"
"10819",0.465372232528105,0.0305149214737337,0,0,"1972","381"
"10825",0.497763543035816,0,0,0,"1978","381"
"10830",0.369603157923592,0.0354651698870853,0,0,"1983","381"
"10832",0.412207236304722,0.0339281405355663,0,0,"1985","381"
"10837",0.515068178573867,0.0301829060147343,0,0,"1989","381"
"10842",0.35280573962858,0.024270446818031,0,0,"1994","381"
"10846",0.461623374068687,0.02626691929314,0,0,"1999","381"
"10872",0,0.010901424733925,0,0,"1971","383"
"10878",0.163913938302959,0,0,0,"1977","383"
"10881",0.184940527315791,0,0,0,"1980","383"
"10886",0.203166031590185,0,1,0,"1984","383"
"10890",0.337304872087339,0,0,0,"1989","383"
"10892",0.183414409586236,0.0555990710585261,0,0,"1991","383"
"10897",0.0696588713004582,0.0336475675541534,0,0,"1996","383"
"10902",0.182587799016797,0.09387389145736,0,0,"2001","383"
"10922",0.403870834670211,0.0289682357794381,0,0,"1967","384"
"10927",0.429099611449468,0.0619449038034929,0,0,"1972","384"
"10933",0.566204711902977,0,0,0,"1978","384"
"10938",0.368596622267887,0.0103995214259883,0,0,"1983","384"
"10940",0.375833462670306,0,0,0,"1985","384"
"10945",0.439207250981574,0,0,0,"1989","384"
"10950",0.264410457424842,0.0824193731844749,0,0,"1994","384"
"10954",0.466014324071462,0.0511347838705029,0,0,"1999","384"
"10980",0,0,0,0,"1971","393"
"10986",0.131000637357155,0,0,0,"1977","393"
"10989",0.187552992726847,0,0,0,"1980","393"
"10994",0.169793553400979,0.000284119990557189,0,0,"1984","393"
"10998",0.178563139708587,0.000541039924653702,0,0,"1989","393"
"11000",0.192258751283089,0.00720542620923466,0,0,"1991","393"
"11005",0.0740162720526161,0.00466963953767816,0,0,"1996","393"
"11010",0.0211353152009543,0.0142519437307608,0,0,"2001","393"
"11030",0.692334890024897,0,0,0,"1967","394"
"11035",0.721870908432459,0,0,0,"1972","394"
"11041",0,0,0,0,"1978","394"
"11046",0.50082139064613,0,0,0,"1983","394"
"11048",0.354730400825585,0,0,0,"1985","394"
"11054",0.318431530668817,0.00878987954236178,0,0,"1991","394"
"11059",0.275842424171599,0.0223146725253151,0,0,"1996","394"
"11064",0.36313723153025,0.00433077807493935,0,0,"2001","394"
"11084",0.43294028452378,0.0355161616410661,0,0,"1967","395"
"11089",0.533239215967931,0.0173720606091892,0,0,"1972","395"
"11095",0.0525971920495444,0,0,0,"1978","395"
"11100",0.726399127007104,0,0,0,"1983","395"
"11102",0.152054300378075,0.00769164033533634,0,0,"1985","395"
"11108",0.34867520164576,0.0360073398844836,0,0,"1991","395"
"11113",0.332445583940641,0.0944117376212753,0,0,"1996","395"
"11118",0.444376606423261,0.144604444876878,0,0,"2001","395"
"11138",0.480818837291383,0.0186739272928957,0,0,"1967","397"
"11143",0.564546555870953,0.0145250622604173,0,0,"1972","397"
"11150",0.0333854883910343,0,0,0,"1978","397"
"11151",0.41006761694216,0.0122561488867717,0,0,"1980","397"
"11156",0.469037593549666,0,0,0,"1985","397"
"11162",0.437577241279738,0.0375843240951022,0,0,"1990","397"
"11166",0.342568737593445,0.0888069997606679,0,0,"1995","397"
"11171",0.322232231639387,0.128289730026277,0,0,"1999","397"
"11192",0.321108989727161,0.0299651264662306,0,0,"1967","398"
"11195",0.0524158748837065,0.0210654434366051,0.38,7.79,"1970","398"
"11202",0.233275444531912,0,0,0,"1977","398"
"11205",0.216646172592095,0,0,0,"1980","398"
"11207",0.194278299711937,0.0273574809544557,0,0,"1982","398"
"11212",0.298404264663374,0.053174143082778,0,0,"1987","398"
"11216",0.294554092538812,0.0504182950976022,0.19,0.95,"1991","398"
"11221",0.323126061908844,0.0584718964014796,0,0,"1996","398"
"11226",0.350735122576549,0.051589658979126,0,0,"2001","398"
"11246",0.409609479375783,0,0,0,"1967","399"
"11251",0.609327741404575,0.0449315325590293,0,0,"1972","399"
"11256",0.384294937903533,0,0,0,"1977","399"
"11259",0.529303453405332,0.171766249629625,0,0,"1980","399"
"11264",0.470751454416418,0.364063393804459,0,0,"1985","399"
"11269",0.348611793175949,0.407112727734447,0,0,"1990","399"
"11272",0.403658861490187,0.456669864890985,0,0,"1993","399"
"11277",0.342712976173434,0.382513459042208,0,0,"1998","399"
"11300",0.426005982063358,0,0,0,"1967","402"
"11305",0.399398528632025,0.0333626060445387,0,0,"1972","402"
"11308",0.360798207364341,0.0159743962432916,0,0,"1975","402"
"11313",0.519572176531779,0.0840876566837359,0,0,"1980","402"
"11318",0.572008572421336,0.0633183852319288,0,0,"1985","402"
"11323",0.353631512799594,0.121025621237845,0,0,"1990","402"
"11328",0.342018345881642,0.399251252893528,0,0,"1995","402"
"11331",0.424681769486136,0.282282497150211,0,0,"1998","402"
"11355",0.48662975761404,0.295520132773505,0,0,"1967","404"
"11359",0.518367413815703,0.318382160178267,0,0,"1972","404"
"11364",0.242167149797901,0,0,0,"1977","404"
"11367",0.424362095234759,0.206458731020472,0,0,"1980","404"
"11372",0.343811971610479,0.380427408412483,0,0,"1985","404"
"11377",0.233563151655901,0.428763577424583,0,0,"1990","404"
"11381",0.413939133601651,0.380302931261498,0,0,"1993","404"
"11385",0.280721883214604,0.374198922597554,0,0,"1998","404"
"11408",0.481845671620097,0.0317491413386586,0,0,"1967","406"
"11413",0.438041500475978,0.0157404171737742,0,0,"1972","406"
"11420",0.227516816891209,0,0,0,"1978","406"
"11421",0.451947985227836,0.0244068707554235,0,0,"1980","406"
"11426",0.42001302909832,0,0,0,"1985","406"
"11432",0.30502232886756,0.110509009309249,0,0,"1990","406"
"11436",0.227538918703153,0.0786916219452699,0,0,"1995","406"
"11441",0.232382245927806,0.106733619518772,0,0,"1999","406"
"11462",0.330443873110513,0.0728008923480157,0,0,"1967","410"
"11464",0.29214383596519,0.094576375498385,0,0,"1969","410"
"11467",0.478837912806394,0.0355388800454687,0,0,"1972","410"
"11472",0.363863650438368,0,0,0,"1977","410"
"11475",0.470717413946718,0.0328385975479677,0,0,"1980","410"
"11481",0.380961346231467,0.0254016670775215,0,0,"1985","410"
"11487",0.407674669021668,0.116386622975203,0,0,"1992","410"
"11492",0.25544025896799,0.0368480628070035,0,0,"1997","410"
"11516",0.353392453618427,0.131603083876113,0,0,"1967","411"
"11518",0.271319803372869,0.183969499598426,0,0,"1969","411"
"11521",0.262088832394298,0.180444169157067,0,0,"1972","411"
"11526",0.217938833371343,0,0,0,"1977","411"
"11529",0.25998118815526,0.130834086038314,0,0,"1980","411"
"11534",0.400424415676029,0.135651972809518,0,0,"1985","411"
"11539",0.195879581923753,0.119964889071865,0,0,"1990","411"
"11544",0.0998209377526273,0.148377122069523,0,0,"1995","411"
"11549",0.0435014605620279,0.166583445751502,0,0,"2000","411"
"11569",0.200156450481991,0.228703893613672,0,0,"1967","414"
"11571",0.299518920477692,0.224230661839088,0,0,"1969","414"
"11576",0.26579638036128,0.198990365297975,0,0,"1974","414"
"11579",0.199207389178305,0,0,0,"1977","414"
"11582",0.373853419683548,0.142382736573948,0,0,"1980","414"
"11587",0.389245494524446,0.163328447012158,0,0,"1985","414"
"11592",0.229806450915887,0.161656430118679,0,0,"1989","414"
"11593",0.148700632025607,0.361593744338159,0,0,"1991","414"
"11596",0.073266113332156,0.299664467371207,0,0,"1993","414"
"11599",0,0.312452492897974,0,0,"1996","414"
"11623",0.518141218515214,0.105581559431567,0,0,"1967","416"
"11628",0.55802211606734,0.111194788607536,0,0,"1972","416"
"11635",0.0553311190311806,0,1,5,"1978","416"
"11636",0.371513498976824,0.0886529875135132,0,0,"1980","416"
"11641",0.431847297037032,0.0972230517373626,0,0,"1985","416"
"11647",0.492827446357449,0.090608005511005,0,0,"1990","416"
"11651",0.415155987133616,0.104963287562496,0,0,"1995","416"
"11656",0.225485073866892,0.105866137234882,0,0,"1999","416"
"11677",0.46440430516416,0.11630054663362,0,0,"1967","419"
"11679",0.310494479056659,0.112659113774551,0,0,"1969","419"
"11684",0.304297299598772,0.181657207832215,0,0,"1974","419"
"11687",0.192676571180398,0,0,0,"1977","419"
"11690",0.396678871906692,0.105277909201242,0,0,"1980","419"
"11695",0.533140152250059,0.0480991690709993,0,0,"1985","419"
"11700",0.381139594550887,0.0671804746271708,0,0,"1989","419"
"11701",0.163686543013314,0.300534364869449,0,0,"1991","419"
"11704",0.155319979317682,0.243059491493403,0,0,"1993","419"
"11707",0.237044867822358,0.263632838778736,0,0,"1996","419"
"11731",0.328242707884311,0.00391854999281565,0,0,"1967","423"
"11735",0.306756766316266,0.00157220469433087,0,0,"1971","423"
"11738",0.325082021282136,0.00196880008795227,0,0,"1974","423"
"11741",0.257737010367803,0,0,0,"1977","423"
"11744",0.45855427616962,0.032162136911259,0,0,"1980","423"
"11749",0.489352000340056,0.0425388649089384,0,0,"1985","423"
"11754",0.300743539934481,0.0233866245410953,0,0,"1990","423"
"11759",0.412355775613808,0.0628868711352877,0,0,"1995","423"
"11764",0.342779793351229,0.206670485236104,0,0,"2000","423"
"11785",0.308592550119796,0.102461450248807,0,0,"1967","424"
"11787",0.35779930423768,0.172923363625801,0,0,"1969","424"
"11790",0.359863657662832,0.112633583747752,0,0,"1972","424"
"11795",0.275332967183853,0,0,0,"1977","424"
"11798",0.354273432458119,0.0821910070311849,0,0,"1980","424"
"11803",0.430032783052185,0.0561056608001403,0,0,"1985","424"
"11808",0.20407601973117,0.0944502335204996,0,0,"1990","424"
"11813",0.164975370233393,0.176595033128216,0,0,"1995","424"
"11818",0.134518590921125,0.202067668475935,0,0,"2000","424"
"11839",0.354756410928733,0.0596281923540825,0,0,"1967","425"
"11841",0.361299926093247,0.0403312271643749,0,0,"1969","425"
"11843",0.410118839095637,0.025274192244469,0,0,"1971","425"
"11844",0.552218755416883,0,0,0,"1972","425"
"11849",0.23041367085214,0,0,0,"1977","425"
"11854",0.280309660410792,0.00321032273400106,0,0,"1982","425"
"11859",0.39476389167636,0,0,0,"1987","425"
"11863",0.285036541867252,0.0547903519493153,1,0,"1991","425"
"11868",0.326161608342892,0.0222514056111858,0,0,"1996","425"
"11873",0.0445941295958501,0.0453517025504031,0,0,"2001","425"
"11893",0.315072737032991,0,0,0,"1967","426"
"11896",0.12852170154996,0.000891361892928529,0.9999,1.9998,"1970","426"
"11903",0.116645901885903,0,0,0,"1977","426"
"11906",0.136313225132869,0,0,0,"1980","426"
"11908",0.123247693849081,0.00693688012383191,0,0,"1982","426"
"11913",0.16436594412726,0.0495511083865609,0,0,"1987","426"
"11917",0.332114769583006,0.0311423569936191,0,0,"1991","426"
"11922",0.336400668133185,0.0354030525706147,0,0,"1996","426"
"11927",0.304175175789569,0.0381706897071168,0,0,"2001","426"
"11946",0.465011224805862,0.190311854984828,0,0,"1967","427"
"11948",0.469203199417119,0.178922527175223,0,0,"1969","427"
"11953",0.405755168271764,0.145569300149622,0,0,"1974","427"
"11956",0.413309593317982,0,0,0,"1977","427"
"11959",0.506399267454253,0.145503400033025,0,0,"1980","427"
"11964",0.474274452711729,0.0663032553984358,0,0,"1985","427"
"11969",0.421112903983833,0.0658718844484828,0,0,"1989","427"
"11970",0.274929796804201,0.235992080913843,0,0,"1991","427"
"11973",0.201371391633402,0.315835291453161,0,0,"1993","427"
