"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","1999","293","4430143","6.61","6.5499049296279"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2000","294","4451687","6.6","6.57457465950465"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2001","302","4467634","6.76","6.76891609290988"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2002","292","4480089","6.52","6.506214921523"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2003","322","4503491","7.15","7.16171868970181"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2004","262","4530729","5.78","5.86848249136819"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2005","319","4569805","6.98","7.12724555650515"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2006","333","4628981","7.19","7.26790040149066"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2007","378","4672840","8.09","8.246300106139"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2008","349","4718206","7.4","7.59472555770352"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2009","317","4757938","6.66","6.84262268991331"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2010","283","4780125","5.92","5.97226118119415"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2011","292","4799069","6.08","6.20917065136669"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2012","306","4815588","6.35","6.53432722219247"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2013","317","4830081","6.56","6.85341265399653"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2014","292","4841799","6.03","6.37321043242478"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2015","391","4852347","8.06","8.44421245988129"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2016","454","4863525","9.33","9.7927295899652"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2017","506","4874486","10.38","10.9213459655517"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2018","468","4887681","9.58","10.0715256002433"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","2019","486","4903185","9.91","10.6464424706824"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2019","Homicide Firearm","","7256","98659429","7.35","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","1999","27","624781","4.32","4.50736375441692"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2000","16","627428","2.55","2.40387556669323"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2001","25","633714","3.94","3.80729868929213"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2002","26","642337","4.05","3.86209108738783"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2003","32","648414","4.94","4.62213349960372"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2004","20","659286","3.03","2.90918856786109"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2005","24","666946","3.6","3.27936287747836"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2006","28","675302","4.15","4.04128988977206"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2007","25","680300","3.67","3.51228571176097"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2008","15","687455","2.18","2.21779940790181"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2009","17","698895","2.43","2.70111306339665"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2010","30","710249","4.22","4.16638288726819"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2011","19","722128","2.63","2.44256994528703"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2012","17","730443","2.33","2.27560077144712"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2013","19","737068","2.58","2.27803376697998"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2014","21","736283","2.85","2.62604535907773"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2015","42","737498","5.69","5.2721466074644"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2016","45","741456","6.07","6.16090024330052"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2017","46","739700","6.22","6.26426879270318"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2018","37","735139","5.03","4.96995237256991"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","2019","51","731545","6.97","7.24679176253668"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2019","Homicide Firearm","","582","14566367","4","."
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","1999","303","5023824","6.03","5.87571391644869"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2000","274","5166810","5.3","5.23186170488534"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2001","332","5273477","6.3","6.13020220866342"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2002","355","5396255","6.58","6.49134398673747"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2003","324","5510364","5.88","5.69493522121283"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2004","342","5652404","6.05","5.93218071496421"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2005","377","5839077","6.46","6.4353978953519"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2006","387","6029141","6.42","6.41798180532767"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2007","354","6167681","5.74","5.71008477480271"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2008","333","6280362","5.3","5.35839873410231"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2009","228","6343154","3.59","3.69061858145578"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2010","271","6392288","4.24","4.35724305594241"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2011","259","6472643","4","4.08178442496595"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2012","254","6554978","3.87","3.9651856288701"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2013","251","6632764","3.78","3.81352415290824"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2014","212","6730413","3.15","3.30050104265317"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2015","236","6829676","3.46","3.54371927259569"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2016","303","6941072","4.37","4.52136719715809"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2017","304","7044008","4.32","4.47403919766723"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2018","293","7158024","4.09","4.27158361347332"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","2019","285","7278717","3.92","4.11651328058477"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2019","Homicide Firearm","","6277","130717132","4.8","."
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","1999","118","2651860","4.45","4.52208514730607"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2000","140","2678217","5.23","5.20530559281613"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2001","110","2691571","4.09","4.13191964587212"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2002","146","2705927","5.4","5.47239704631656"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2003","123","2724816","4.51","4.54908722786886"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2004","141","2749686","5.13","5.18276062881241"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2005","154","2781097","5.54","5.51896125365377"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2006","155","2821761","5.49","5.57461927433929"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2007","153","2848650","5.37","5.6054942942045"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2008","145","2874554","5.04","5.38883153789237"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2009","157","2896843","5.42","5.62398147679023"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2010","132","2916031","4.53","4.68343926573905"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2011","145","2940667","4.93","5.19761829421279"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2012","166","2952164","5.62","5.83450667180007"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2013","152","2959400","5.14","5.28148933435359"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2014","161","2967392","5.43","5.71803663527993"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2015","155","2978048","5.2","5.32818716221015"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2016","182","2989918","6.09","6.35253299965516"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2017","192","3001345","6.4","6.82398095712433"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2018","194","3009733","6.45","6.69619623966965"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","2019","208","3017804","6.89","7.38577911049137"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2019","Homicide Firearm","","3229","60157484","5.37","."
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","1999","1380","33499204","4.12","3.98258040037421"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2000","1483","33998767","4.36","4.19118909412907"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2001","1589","34479458","4.61","4.40013926465884"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2002","1810","34871843","5.19","4.94612324255058"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2003","1782","35253159","5.05","4.8343820718383"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2004","1808","35574576","5.08","4.85886635351152"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2005","1878","35827943","5.24","5.00850217643343"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2006","1883","36021202","5.23","4.97510808454768"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2007","1701","36250311","4.69","4.49196773980869"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2008","1569","36604337","4.29","4.11943456482601"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2009","1460","36961229","3.95","3.79529110526248"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2010","1342","37254519","3.6","3.46968225662163"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2011","1314","37638369","3.49","3.37605070818403"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2012","1362","37948800","3.59","3.50140478002807"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2013","1312","38260787","3.43","3.3581908121649"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2014","1233","38596972","3.19","3.15049101589437"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2015","1396","38918045","3.59","3.54354321239685"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2016","1467","39167117","3.75","3.69714605025196"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2017","1435","39358497","3.65","3.65365546808907"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2018","1275","39461588","3.23","3.22352167073826"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","2019","1246","39512223","3.15","3.1847429221189"
"Both Sexes","All Races","California","Both","All Ages","1999","2019","Homicide Firearm","","31725","775458946","4.09","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","1999","121","4226018","2.86","2.7218560673859"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2000","84","4327788","1.94","1.85701600460208"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2001","98","4425687","2.21","2.09826210050683"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2002","116","4490406","2.58","2.49314652601863"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2003","117","4528732","2.58","2.50478764329517"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2004","131","4575013","2.86","2.77595288139208"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2005","115","4631888","2.48","2.40022505746658"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2006","104","4720423","2.2","2.12497565381213"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2007","91","4803868","1.89","1.83750042452123"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2008","109","4889730","2.23","2.15799458498071"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2009","108","4972195","2.17","2.16244402495808"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2010","97","5029319","1.93","1.89869067918214"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2011","101","5121108","1.97","1.98992749467093"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2012","115","5192647","2.21","2.16994896389826"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2013","106","5269035","2.01","1.9930183496225"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2014","102","5350101","1.91","1.90507235425067"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2015","137","5450623","2.51","2.46781822612537"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2016","161","5539215","2.91","2.90590975046457"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2017","160","5611885","2.85","2.81694200575505"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2018","188","5691287","3.3","3.3380379001537"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","2019","164","5758736","2.85","2.86494673242911"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2019","Homicide Firearm","","2525","104605704","2.41","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","1999","84","3386401","2.48","2.62335202376542"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2000","61","3411714","1.79","1.93073709150388"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2001","72","3432835","2.1","2.24328352763014"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2002","57","3458749","1.65","1.80046319640633"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2003","56","3484336","1.61","1.72121027672578"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2004","64","3496094","1.83","1.97433579101362"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2005","66","3506956","1.88","2.0506689015681"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2006","92","3517460","2.62","2.79667886763141"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2007","67","3527270","1.9","1.99155840087403"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2008","87","3545579","2.45","2.63369692804525"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2009","78","3561807","2.19","2.36765790028886"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2010","98","3574147","2.74","2.91175885921609"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2011","96","3588283","2.68","2.90026166244069"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2012","114","3594547","3.17","3.41213932743495"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2013","66","3594841","1.84","1.90304232770339"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2014","58","3594524","1.61","1.70471111670835"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2015","80","3587122","2.23","2.44153281722167"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2016","55","3578141","1.54","1.64271554887068"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2017","73","3573297","2.04","2.21625134043735"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2018","54","3571520","1.51","1.67341836275492"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","2019","65","3565287","1.82","1.97304198180286"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2019","Homicide Firearm","","1543","74150910","2.08","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","1999","18","774990","2.32","2.28283185964205"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2000","P","786404",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2001","19","795699","2.39","2.37110383561604"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2002","28","806169","3.47","3.44250434158686"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2003","18","818003","2.2","2.18415896175003"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2004","27","830803","3.25","3.22021702164116"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2005","33","845150","3.9","3.90678646548791"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2006","34","859268","3.96","4.15024201033605"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2007","30","871749","3.44","3.55276024686293"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2008","54","883874","6.11","6.2895051002325"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2009","36","891730","4.04","4.18682363096073"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2010","45","897937","5.01","5.12122701975193"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2011","31","907381","3.42","3.48205435842929"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2012","46","915179","5.03","5.16314512698926"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2013","38","923576","4.11","4.29393655186684"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2014","38","932487","4.08","4.44803421141244"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2015","53","941252","5.63","6.15610761938263"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2016","44","948921","4.64","4.93999076782417"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2017","57","956823","5.96","6.22802644524854"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2018","46","965479","4.76","5.53445696338748"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","2019","45","973764","4.62","5.23520318937684"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2019","Homicide Firearm","","S","18526638",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","1999","145","570220","25.43","22.7376721452118"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2000","138","571723","24.14","20.6835850329078"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2001","141","574504","24.54","21.1188382000941"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2002","176","573158","30.71","26.7430015674026"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2003","156","568502","27.44","24.1095538136824"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2004","137","567754","24.13","21.650465886849"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2005","142","567136","25.04","21.5648471546985"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2006","120","570681","21.03","17.6890728977693"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2007","129","574404","22.46","19.1996405206757"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2008","122","580236","21.03","17.5790617373572"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2009","104","592228","17.56","15.0684579796364"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2010","84","601767","13.96","12.1362840697889"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2011","77","619800","12.42","10.2043898242733"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2012","55","634924","8.66","7.20666093644677"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2013","61","650581","9.38","7.2929915893009"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2014","67","662328","10.12","8.78965384224779"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2015","105","675400","15.55","12.6839171895404"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2016","98","685815","14.29","12.3442077828021"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2017","90","694906","12.95","11.5796070714052"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2018","116","701547","16.53","15.2720584830474"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","2019","128","705749","18.14","15.9857453632247"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2019","Homicide Firearm","","2391","12943363","18.47","."
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","1999","545","15759421","3.46","3.64974817384914"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2000","467","16047246","2.91","3.03348101017652"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2001","573","16356966","3.5","3.64861723517692"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2002","635","16689370","3.8","3.99959301643009"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2003","660","17004085","3.88","4.06771318517469"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2004","647","17415318","3.72","3.8568698595645"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2005","631","17842038","3.54","3.73561316280992"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2006","803","18166990","4.42","4.60821668201087"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2007","935","18367842","5.09","5.34771226073642"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2008","886","18527305","4.78","5.0517289503353"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2009","804","18652644","4.31","4.56198625769086"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2010","767","18804564","4.08","4.30957910938064"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2011","817","19053237","4.29","4.54135861518359"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2012","862","19297822","4.47","4.7021047307451"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2013","816","19545621","4.17","4.42921511758386"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2014","818","19845911","4.12","4.42514860688916"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2015","880","20209042","4.35","4.66412639705815"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2016","992","20613477","4.81","5.26739599482767"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2017","947","20963613","4.52","4.88619468810498"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2018","977","21244317","4.6","4.96396599046719"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","2019","1013","21477737","4.72","5.1810796963457"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2019","Homicide Firearm","","16475","391884566","4.2","."
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2019","Homicide Firearm","1999","438","8045966","5.44","5.09294699962881"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2019","Homicide Firearm","2000","442","8230053","5.37","5.08395067218723"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2019","Homicide Firearm","2001","454","8377038","5.42","5.1565935695378"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2019","Homicide Firearm","2002","477","8508256","5.61","5.32012411186562"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2019","Homicide Firearm","2003","493","8622793","5.72","5.46026073021778"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2019","Homicide Firearm","2004","419","8769252","4.78","4.58105176376252"
